schema,object,kind,domain,classification,operations,runtime_files,support_files,estimated_rows,seq_scans,index_scans
public,strict_word_similarity_op,function,transverse/infrastructure,inconnu,,,,,,
public,synaura_cleanup_realtime_events,function,transverse/infrastructure,inconnu,,,,,,
public,synaura_sync_message_relation,function,messaging,inconnu,,,,,,
public,synaura_touch_conversation,function,messaging,inconnu,,,,,,
public,toggle_track_like,function,tracks,inconnu,,,,,,
public,touch_account_private_updated_at,function,auth,inconnu,,,,,,
public,touch_editorial_collections_updated_at,function,transverse/infrastructure,inconnu,,,,,,
public,touch_music_clips_updated_at,function,clips,inconnu,,,,,,
public,trg_track_likes_after_delete,function,tracks,inconnu,,,,,,
public,trg_track_likes_after_insert,function,tracks,inconnu,,,,,,
public,trg_track_views_after_insert,function,statistiques,inconnu,,,,,,
public,trigger_update_follow_counts,function,follows,inconnu,,,,,,
public,update_ai_usage_stats,function,IA,inconnu,,,,,,
public,update_comment_likes_count,function,commentaires/reactions,inconnu,,,,,,
public,update_follow_counts,function,follows,utilise par le runtime,RPC,app/api/users/[username]/follow/route.ts,,,,
public,update_forum_post_likes_count,function,Community/posts,inconnu,,,,,,
public,update_forum_post_replies_count,function,Community/posts,inconnu,,,,,,
public,update_forum_reply_likes_count,function,Community/posts,inconnu,,,,,,
public,update_meteo_bulletins_updated_at,function,Meteo,inconnu,,,,,,
public,update_music_challenges_updated_at,function,tracks,inconnu,,,,,,
public,update_sa_staff_updated_at,function,Star Academy,inconnu,,,,,,
public,update_sa_updated_at,function,Star Academy,inconnu,,,,,,
public,update_track_likes_count,function,tracks,inconnu,,,,,,
public,update_track_views_count,function,statistiques,inconnu,,,,,,
public,update_updated_at_column,function,transverse/infrastructure,inconnu,,,,,,
public,validate_account_private_birth_date,function,auth,inconnu,,,,,,
public,word_similarity,function,transverse/infrastructure,inconnu,,,,,,
public,word_similarity_commutator_op,function,transverse/infrastructure,inconnu,,,,,,
public,word_similarity_dist_commutator_op,function,transverse/infrastructure,inconnu,,,,,,
public,word_similarity_dist_op,function,transverse/infrastructure,inconnu,,,,,,
public,word_similarity_op,function,transverse/infrastructure,inconnu,,,,,,
realtime,apply_rls,function,transverse/infrastructure,infrastructure/auth,,,,,,
realtime,broadcast_changes,function,notifications,infrastructure/auth,,,,,,
realtime,build_prepared_statement_sql,function,statistiques,infrastructure/auth,,,,,,
realtime,cast,function,transverse/infrastructure,infrastructure/auth,,,,,,
realtime,check_equality_op,function,transverse/infrastructure,infrastructure/auth,,,,,,
realtime,check_equality_op,function,transverse/infrastructure,infrastructure/auth,,,,,,
realtime,is_visible_through_filters,function,transverse/infrastructure,infrastructure/auth,,,,,,
realtime,list_changes,function,transverse/infrastructure,infrastructure/auth,,,,,,
realtime,quote_wal2json,function,transverse/infrastructure,infrastructure/auth,,,,,,
realtime,send,function,transverse/infrastructure,infrastructure/auth,,,,,,
realtime,send_binary,function,transverse/infrastructure,infrastructure/auth,,,,,,
realtime,subscription_check_filters,function,abonnements,infrastructure/auth,,,,,,
realtime,to_regrole,function,transverse/infrastructure,infrastructure/auth,,,,,,
realtime,topic,function,transverse/infrastructure,infrastructure/auth,,,,,,
realtime,wal2json_escape_identifier,function,transverse/infrastructure,infrastructure/auth,,,,,,
storage,allow_any_operation,function,transverse/infrastructure,infrastructure/auth,,,,,,
storage,allow_only_operation,function,transverse/infrastructure,infrastructure/auth,,,,,,
storage,can_insert_object,function,transverse/infrastructure,infrastructure/auth,,,,,,
storage,enforce_bucket_name_length,function,transverse/infrastructure,infrastructure/auth,,,,,,
storage,extension,function,transverse/infrastructure,infrastructure/auth,,,,,,
storage,filename,function,transverse/infrastructure,infrastructure/auth,,,,,,
storage,foldername,function,transverse/infrastructure,infrastructure/auth,,,,,,
storage,get_common_prefix,function,transverse/infrastructure,infrastructure/auth,,,,,,
storage,get_size_by_bucket,function,transverse/infrastructure,infrastructure/auth,,,,,,
storage,list_multipart_uploads_with_delimiter,function,transverse/infrastructure,infrastructure/auth,,,,,,
storage,list_objects_with_delimiter,function,transverse/infrastructure,infrastructure/auth,,,,,,
storage,operation,function,transverse/infrastructure,infrastructure/auth,,,,,,
storage,protect_delete,function,transverse/infrastructure,infrastructure/auth,,,,,,
storage,search,function,transverse/infrastructure,infrastructure/auth,,,,,,
storage,search_by_timestamp,function,transverse/infrastructure,infrastructure/auth,,,,,,
storage,search_v2,function,transverse/infrastructure,infrastructure/auth,,,,,,
storage,update_updated_at_column,function,transverse/infrastructure,infrastructure/auth,,,,,,
synaura_private,is_conversation_member,function,messaging,infrastructure/auth,,,,,,
